Data,Descriere,Suma,Sold Curent
2025-04-17,Plata POS Spotify Dobroesti,-812.52, 95638.60
2025-04-17,Plata POS LIDL Horodnic de Sus,-693.45, 94945.15
2025-04-18,Plata POS ENEL Targu Secuiesc,-877.55, 94067.60
2025-04-18,Transfer de la Popescu Ion, 2639.32, 96706.92
2025-04-18,Plata POS EON GAZ Campina,-506.94, 96199.98
2025-04-18,Plata POS Spotify Balan,-267.88, 95932.10
2025-04-19,Transfer de la Popescu Ion, 1995.79, 97927.89
2025-04-19,Plata POS EON GAZ Copsa Mica,-556.47, 97371.42
2025-04-19,Plata POS Bolt Food Sacueni,-164.78, 97206.64
2025-04-19,Plata POS ENEL Bosanci,-179.03, 97027.61
2025-04-19,Plata POS Carrefour Lupeni,-828.92, 96198.69
2025-04-20,Plata POS EON GAZ Chisineu-Cris,-314.94, 95883.75
2025-04-20,Plata POS ENEL Topoloveni,-287.25, 95596.50
2025-04-20,Plata POS EON GAZ Segarcea,-953.37, 94643.13
2025-04-21,Plata POS Carrefour Simleu Silvaniei,-663.62, 93979.51
2025-04-21,Plata POS ENEL Mizil,-215.62, 93763.89
2025-04-21,Plata POS Carturesti Voluntari,-761.49, 93002.40
2025-04-22,Plata POS Bolt Food Galati,-930.51, 92071.89
2025-04-23,Plata POS Glovo Targu Ocna,-290.16, 91781.73
2025-04-23,Plata POS LIDL Siret,-854.01, 90927.72
2025-04-24,Transfer de la Popescu Ion, 796.72, 91724.44
2025-04-24,Plata POS Glovo Borcea,-47.57, 91676.87
2025-04-25,Plata POS Carturesti Mihail Kogalniceanu,-134.25, 91542.62
2025-04-26,Plata POS LIDL Reghin,-704.45, 90838.17
2025-04-26,Plata POS Carrefour Sighisoara,-452.82, 90385.35
2025-04-27,Plata POS OMV PETROM Bals,-113.14, 90272.21
2025-04-28,Plata POS Farmacia Tei Targoviste,-349.18, 89923.03
2025-04-28,Incasare Salariu Firma SRL, 827.36, 90750.39
2025-04-28,Plata POS LIDL Fagaras,-372.45, 90377.94
2025-04-28,Plata POS Bolt Food Iasi,-79.69, 90298.25
2025-04-29,Plata POS Spotify Babadag,-166.64, 90131.61
2025-04-29,Plata POS ENEL Codlea,-972.48, 89159.13
2025-04-29,Plata POS OMV PETROM Calan,-309.22, 88849.91
2025-04-29,Plata POS OMV PETROM Raducaneni,-781.12, 88068.79
2025-05-02,Plata POS Netflix Savinesti (Poiana Teiului),-412.60, 87656.19
2025-05-02,Plata POS Carturesti Modelu,-746.16, 86910.03
2025-05-03,Plata POS EON GAZ Campia Turzii,-610.17, 86299.86
2025-05-03,Plata POS Carturesti Negresti,-291.74, 86008.12
2025-05-03,Plata POS Bolt Food Toflea,-651.83, 85356.29
2025-05-03,Plata POS Bolt Food Baia Mare,-463.08, 84893.21
2025-05-03,Incasare PFA Factura, 1769.93, 86663.14
2025-05-04,Incasare Salariu Firma SRL, 1377.77, 88040.91
2025-05-04,Plata POS Carturesti Cornetu,-466.61, 87574.30
2025-05-04,Plata POS Bolt Food Pantelimon,-312.65, 87261.65
2025-05-05,Plata POS MEGA IMAGE Dumbravita,-314.55, 86947.10
2025-05-05,Plata POS Carturesti Rasnov Romacril,-256.38, 86690.72
2025-05-06,Plata POS Farmacia Tei Mogosoaia,-594.76, 86095.96
2025-05-07,Plata POS Carrefour Vicovu de Jos,-447.95, 85648.01
2025-05-07,Plata POS Carturesti Berceni,-878.71, 84769.30
2025-05-07,Plata POS EON GAZ Ploiesti,-673.81, 84095.49
2025-05-08,Plata POS Spotify Ramnicu Sarat,-544.86, 83550.63
2025-05-09,Plata POS LIDL Mangalia,-488.11, 83062.52
2025-05-10,Incasare PFA Factura, 3675.89, 86738.41
2025-05-10,Plata POS ENEL Curtici,-735.42, 86002.99
2025-05-10,Plata POS Farmacia Tei Cumpana,-504.83, 85498.16
2025-05-11,Plata POS Glovo Borsa,-741.30, 84756.86
2025-05-11,Plata POS ENEL Sovata,-110.97, 84645.89
2025-05-11,Transfer de la Popescu Ion, 2509.88, 87155.77
2025-05-12,Plata POS ENEL Sinaia,-362.62, 86793.15
2025-05-12,Plata POS Carturesti Cobadin,-427.48, 86365.67
2025-05-13,Plata POS Netflix Resita,-746.08, 85619.59
2025-05-13,Restituire Taxe, 2269.30, 87888.89
2025-05-14,Plata POS OMV PETROM Brasov,-467.83, 87421.06
2025-05-14,Plata POS Spotify Medgidia,-152.17, 87268.89
2025-05-14,Plata POS Glovo Simleu Silvaniei,-689.00, 86579.89
2025-05-14,Plata POS LIDL Oradea,-741.69, 85838.20
2025-05-14,Plata POS Spotify Fagaras,-74.79, 85763.41
2025-05-14,Plata POS MEGA IMAGE Matca,-824.80, 84938.61
2025-05-15,Plata POS LIDL Pucioasa,-157.25, 84781.36
2025-05-15,Plata POS Spotify Barbulesti,-590.37, 84190.99
2025-05-15,Restituire Taxe, 719.15, 84910.14
2025-05-16,Plata POS Netflix Otelu Rosu,-333.71, 84576.43
2025-05-16,Incasare PFA Factura, 4122.93, 88699.36
2025-05-17,Plata POS ENEL Baraolt,-137.09, 88562.27
2025-05-17,Plata POS Spotify Talmaciu,-372.79, 88189.48
2025-05-17,Plata POS OMV PETROM Slatina,-418.43, 87771.05
2025-05-18,Vanzare OLX, 2638.20, 90409.25
2025-05-18,Transfer de la Popescu Ion, 1781.01, 92190.26
2025-05-18,Plata POS OMV PETROM Navodari,-221.61, 91968.65
2025-05-18,Plata POS Carturesti Piatra-Neamt,-112.14, 91856.51
2025-05-19,Plata POS Spotify Corund,-320.40, 91536.11
2025-05-19,Plata POS EON GAZ Darmanesti,-776.63, 90759.48
2025-05-19,Plata POS Bolt Food Valea lui Mihai,-677.07, 90082.41
2025-05-20,Plata POS MEGA IMAGE Gilau,-583.92, 89498.49
2025-05-20,Plata POS Carrefour Strehaia,-810.19, 88688.30
2025-05-20,Plata POS LIDL Lupeni,-65.52, 88622.78
2025-05-20,Plata POS EON GAZ Moinesti,-991.26, 87631.52
2025-05-21,Plata POS Bolt Food Toplita,-399.43, 87232.09
2025-05-21,Vanzare OLX, 4617.23, 91849.32
2025-05-21,Plata POS Carturesti Floresti,-517.03, 91332.29
2025-05-22,Restituire Taxe, 4588.32, 95920.61
2025-05-22,Plata POS LIDL Medias,-113.02, 95807.59
2025-05-22,Plata POS Farmacia Tei Talmaciu,-798.84, 95008.75
2025-05-23,Plata POS EON GAZ Iasi,-480.44, 94528.31
2025-05-23,Plata POS Spotify Popesti-Leordeni,-487.94, 94040.37
2025-05-23,Plata POS OMV PETROM Rosiori de Vede,-358.61, 93681.76
2025-05-24,Plata POS Carturesti Gilau,-578.46, 93103.30
2025-05-24,Plata POS LIDL Seini,-362.47, 92740.83
2025-05-24,Plata POS Farmacia Tei Cisnadie,-108.46, 92632.37
2025-05-25,Plata POS OMV PETROM Alexandria,-796.65, 91835.72
2025-05-25,Plata POS Netflix Fetesti-Gara,-138.62, 91697.10
2025-05-26,Plata POS Bolt Food Bacau,-165.13, 91531.97
2025-05-26,Plata POS ENEL Afumati,-108.27, 91423.70
2025-05-27,Plata POS MEGA IMAGE Greci,-809.39, 90614.31
2025-05-27,Plata POS Spotify Bacau,-142.09, 90472.22
2025-05-28,Plata POS OMV PETROM Campulung Moldovenesc,-192.12, 90280.10
2025-05-28,Incasare Salariu Firma SRL, 3377.14, 93657.24
2025-05-28,Plata POS Farmacia Tei Peris,-166.71, 93490.53
2025-05-29,Plata POS Farmacia Tei Cornetu,-781.95, 92708.58
2025-05-29,Plata POS Farmacia Tei Gheorgheni,-423.09, 92285.49
2025-05-30,Plata POS ENEL Tomesti,-380.70, 91904.79
2025-05-30,Plata POS Farmacia Tei Ludus,-552.30, 91352.49
2025-05-30,Plata POS Spotify Vlahita,-720.89, 90631.60
2025-05-30,Plata POS Glovo Sinaia,-150.43, 90481.17
2025-05-31,Plata POS Bolt Food Buzau,-90.07, 90391.10
2025-06-01,Plata POS Bolt Food Diosig,-253.44, 90137.66
2025-06-01,Plata POS EON GAZ Plosca,-351.77, 89785.89
2025-06-02,Plata POS ENEL Bumbesti-Jiu,-734.46, 89051.43
2025-06-02,Plata POS OMV PETROM Agnita,-557.68, 88493.75
2025-06-02,Plata POS Carturesti Ocna Mures,-264.81, 88228.94
2025-06-02,Plata POS ENEL Borcea,-257.11, 87971.83
2025-06-03,Plata POS LIDL Falticeni,-94.65, 87877.18
2025-06-03,Plata POS MEGA IMAGE Pucioasa,-728.14, 87149.04
2025-06-03,Plata POS Spotify Mihail Kogalniceanu,-533.54, 86615.50
2025-06-04,Plata POS Carturesti Murfatlar,-754.66, 85860.84
2025-06-04,Plata POS Carrefour Dej,-905.38, 84955.46
2025-06-04,Plata POS Spotify Dobroesti,-554.22, 84401.24
2025-06-04,Plata POS OMV PETROM Zalau,-564.28, 83836.96
2025-06-05,Plata POS OMV PETROM Baciu,-953.57, 82883.39
2025-06-05,Plata POS Netflix Oravita,-357.96, 82525.43
2025-06-06,Restituire Taxe, 1544.06, 84069.49
2025-06-06,Transfer de la Popescu Ion, 246.30, 84315.79
2025-06-06,Restituire Taxe, 296.04, 84611.83
2025-06-06,Transfer de la Popescu Ion, 1113.64, 85725.47
2025-06-07,Plata POS Carrefour Savinesti,-321.90, 85403.57
2025-06-07,Plata POS Netflix Aiud,-752.41, 84651.16
2025-06-08,Plata POS Netflix Lupeni,-407.14, 84244.02
2025-06-08,Plata POS LIDL Babadag,-574.72, 83669.30
2025-06-08,Plata POS Carrefour Bosanci,-493.82, 83175.48
2025-06-09,Plata POS Glovo Cornetu,-563.73, 82611.75
2025-06-09,Plata POS Glovo Roman,-47.04, 82564.71
2025-06-09,Plata POS Carrefour Miercurea-Ciuc,-639.11, 81925.60
2025-06-09,Incasare PFA Factura, 230.21, 82155.81
2025-06-10,Plata POS Farmacia Tei Lipova,-263.11, 81892.70
2025-06-10,Plata POS EON GAZ Strejnicu,-141.69, 81751.01
2025-06-10,Plata POS MEGA IMAGE Targu Secuiesc,-841.45, 80909.56
2025-06-11,Plata POS LIDL Cornetu,-713.67, 80195.89
2025-06-11,Plata POS Bolt Food Dorohoi,-765.53, 79430.36
2025-06-11,Plata POS OMV PETROM Vlahita,-295.75, 79134.61
2025-06-11,Plata POS EON GAZ Seini,-969.52, 78165.09
2025-06-12,Incasare PFA Factura, 1685.19, 79850.28
2025-06-12,Plata POS Netflix Sangeorz-Bai,-184.33, 79665.95
2025-06-12,Plata POS ENEL Agnita,-316.70, 79349.25
2025-06-14,Incasare Salariu Firma SRL, 834.34, 80183.59
2025-06-14,Plata POS Spotify Feldru,-546.46, 79637.13
2025-06-15,Plata POS Carturesti Tunari,-309.15, 79327.98
2025-06-15,Plata POS Farmacia Tei Dragalina,-83.97, 79244.01
2025-06-16,Incasare PFA Factura, 4496.57, 83740.58
2025-06-16,Restituire Taxe, 868.22, 84608.80
2025-06-17,Incasare PFA Factura, 4175.99, 88784.79
2025-06-17,Plata POS Bolt Food Turnu Magurele,-437.71, 88347.08
2025-06-18,Plata POS Netflix Buzau,-39.49, 88307.59
2025-06-18,Plata POS Glovo Raducaneni,-305.79, 88001.80
2025-06-18,Plata POS ENEL Fundeni,-135.11, 87866.69
2025-06-18,Plata POS ENEL Petrosani,-58.16, 87808.53
2025-06-18,Plata POS Farmacia Tei Valea Mare (Babeni),-370.19, 87438.34
2025-06-19,Plata POS Netflix Gura Humorului,-550.75, 86887.59
2025-06-19,Plata POS Glovo Odorheiu Secuiesc,-125.47, 86762.12
2025-06-19,Plata POS Bolt Food Baciu,-398.88, 86363.24
2025-06-19,Plata POS MEGA IMAGE Cudalbi,-510.02, 85853.22
2025-06-19,Vanzare OLX, 4945.39, 90798.61
2025-06-19,Plata POS LIDL Santana,-518.83, 90279.78
2025-06-19,Vanzare OLX, 4428.06, 94707.84
2025-06-19,Plata POS Bolt Food Straja,-991.95, 93715.89
2025-06-20,Plata POS Netflix Vlahita,-510.28, 93205.61
2025-06-20,Plata POS Farmacia Tei Alexandria,-179.15, 93026.46
2025-06-21,Plata POS ENEL Otopeni,-487.27, 92539.19
2025-06-21,Plata POS MEGA IMAGE Marghita,-486.74, 92052.45
2025-06-21,Plata POS ENEL Tulcea,-32.86, 92019.59
2025-06-21,Incasare Salariu Firma SRL, 555.55, 92575.14
2025-06-22,Restituire Taxe, 4760.06, 97335.20
2025-06-22,Plata POS EON GAZ Moinesti,-483.44, 96851.76
2025-06-23,Plata POS Spotify Magurele,-621.37, 96230.39
2025-06-23,Restituire Taxe, 3812.82, 100043.21
2025-06-23,Plata POS ENEL Balan,-218.31, 99824.90
2025-06-23,Transfer de la Popescu Ion, 1779.65, 101604.55
2025-06-24,Plata POS ENEL Campulung Moldovenesc,-147.99, 101456.56
2025-06-24,Plata POS Carturesti Cobadin,-866.97, 100589.59
2025-06-24,Plata POS Farmacia Tei Toplita,-898.42, 99691.17
2025-06-24,Plata POS MEGA IMAGE Roman,-890.45, 98800.72
2025-06-25,Plata POS EON GAZ Tasnad,-791.09, 98009.63
2025-06-25,Plata POS Carrefour Rosu,-402.60, 97607.03
2025-06-25,Plata POS Carrefour Sighetu Marmatiei,-208.04, 97398.99
2025-06-26,Plata POS OMV PETROM Dorohoi,-65.94, 97333.05
2025-06-26,Plata POS LIDL Craiova,-57.23, 97275.82
2025-06-26,Plata POS ENEL Dej,-238.82, 97037.00
2025-06-26,Plata POS LIDL Oradea,-30.74, 97006.26
2025-06-26,Plata POS ENEL Strehaia,-499.63, 96506.63
2025-06-27,Plata POS Glovo Pechea,-564.85, 95941.78
2025-06-27,Plata POS Glovo Magurele,-985.88, 94955.90
2025-06-27,Plata POS ENEL Alba Iulia,-951.86, 94004.04
2025-06-27,Plata POS Carturesti Apahida,-701.00, 93303.04
2025-06-28,Plata POS Farmacia Tei Borcea,-604.73, 92698.31
2025-06-29,Plata POS Carrefour Poiana Mare,-78.33, 92619.98
2025-06-29,Plata POS Netflix Pogoanele,-490.77, 92129.21
2025-06-30,Plata POS Farmacia Tei Onesti,-711.52, 91417.69
2025-06-30,Plata POS MEGA IMAGE Pogoanele,-859.88, 90557.81
2025-06-30,Plata POS OMV PETROM Ploiesti,-347.61, 90210.20
2025-06-30,Plata POS Netflix Brasov,-78.21, 90131.99
2025-07-01,Incasare Salariu Firma SRL, 979.25, 91111.24
2025-07-01,Plata POS Glovo Dej,-945.02, 90166.22
2025-07-01,Plata POS MEGA IMAGE Prejmer,-569.33, 89596.89
2025-07-02,Plata POS Farmacia Tei Hateg,-102.07, 89494.82
2025-07-02,Plata POS ENEL Caransebes,-253.43, 89241.39
2025-07-02,Plata POS Netflix Glina,-342.36, 88899.03
2025-07-02,Plata POS Bolt Food Macin,-837.61, 88061.42
2025-07-03,Plata POS Carturesti Borsa,-319.94, 87741.48
2025-07-04,Plata POS Spotify Sacueni,-418.18, 87323.30
2025-07-04,Plata POS OMV PETROM Dragu-Brad,-161.52, 87161.78
2025-07-05,Plata POS Glovo Siret,-849.03, 86312.75
2025-07-05,Plata POS Carrefour Siria,-992.27, 85320.48
2025-07-05,Plata POS OMV PETROM Bistrita,-178.79, 85141.69
2025-07-05,Plata POS MEGA IMAGE Chisineu-Cris,-587.95, 84553.74
2025-07-06,Plata POS Carturesti Motru,-333.95, 84219.79
2025-07-06,Plata POS OMV PETROM Zalau,-921.31, 83298.48
2025-07-07,Plata POS Netflix Rosu,-247.54, 83050.94
2025-07-08,Plata POS MEGA IMAGE Sinaia,-913.87, 82137.07
2025-07-08,Plata POS MEGA IMAGE Suceava,-940.98, 81196.09
2025-07-08,Plata POS Carrefour Jilava,-336.63, 80859.46
2025-07-08,Plata POS EON GAZ Sighetu Marmatiei,-423.57, 80435.89
2025-07-08,Plata POS Spotify Alesd,-759.47, 79676.42
2025-07-08,Plata POS Netflix Maieru,-332.07, 79344.35
2025-07-09,Transfer de la Popescu Ion, 3474.35, 82818.70
2025-07-09,Plata POS Glovo Gherla,-559.15, 82259.55
2025-07-10,Plata POS Spotify Baia,-42.57, 82216.98
2025-07-10,Plata POS Spotify Falticeni,-208.59, 82008.39
2025-07-11,Plata POS Glovo Arad,-212.60, 81795.79
2025-07-11,Plata POS ENEL Otelu Rosu,-523.46, 81272.33
2025-07-11,Plata POS ENEL Rasnov Romacril,-60.80, 81211.53
2025-07-11,Plata POS Spotify Lumina,-275.20, 80936.33
2025-07-11,Incasare PFA Factura, 2782.99, 83719.32
2025-07-12,Plata POS MEGA IMAGE Tufesti,-472.33, 83246.99
2025-07-13,Restituire Taxe, 993.64, 84240.63
2025-07-13,Plata POS LIDL Aiud,-574.24, 83666.39
2025-07-13,Plata POS Carrefour Deta,-349.64, 83316.75
2025-07-14,Plata POS MEGA IMAGE Pancota,-180.48, 83136.27
2025-07-14,Plata POS Netflix Tandarei,-171.67, 82964.60
2025-07-14,Plata POS EON GAZ Carei,-350.40, 82614.20
2025-07-15,Plata POS Netflix Jibou,-967.71, 81646.49
2025-07-15,Plata POS Bolt Food Gura Humorului,-435.21, 81211.28
2025-07-15,Plata POS Carturesti Otelu Rosu,-504.36, 80706.92
2025-07-15,Incasare PFA Factura, 2710.54, 83417.46
2025-07-15,Plata POS Netflix Lugoj,-926.24, 82491.22
2025-07-15,Plata POS LIDL Glina,-742.83, 81748.39
2025-07-16,Plata POS Spotify Corabia,-458.83, 81289.56
2025-07-17,Plata POS Netflix Ruscova,-233.25, 81056.31
2025-07-18,Plata POS EON GAZ Buzau,-483.41, 80572.90
2025-07-18,Transfer de la Popescu Ion, 2808.47, 83381.37
2025-07-19,Plata POS LIDL Draganesti-Olt,-101.12, 83280.25
2025-07-19,Incasare PFA Factura, 1330.36, 84610.61
2025-07-19,Vanzare OLX, 572.11, 85182.72
2025-07-19,Plata POS LIDL 1 Decembrie,-838.77, 84343.95
2025-07-19,Plata POS EON GAZ Raducaneni,-259.55, 84084.40
2025-07-19,Plata POS LIDL Tudora,-570.26, 83514.14
2025-07-20,Plata POS Bolt Food Odorheiu Secuiesc,-605.02, 82909.12
2025-07-20,Transfer de la Popescu Ion, 328.97, 83238.09
2025-07-21,Restituire Taxe, 1675.66, 84913.75
2025-07-21,Plata POS Glovo Sabaoani,-475.29, 84438.46
2025-07-21,Plata POS Farmacia Tei Harlau,-465.71, 83972.75
2025-07-21,Plata POS Spotify Balan,-254.50, 83718.25
2025-07-22,Plata POS Carrefour Rasnov,-444.98, 83273.27
2025-07-22,Plata POS Glovo Balotesti,-134.56, 83138.71
2025-07-23,Plata POS Netflix Tasnad,-466.93, 82671.78
2025-07-23,Plata POS MEGA IMAGE Copsa Mica,-333.57, 82338.21
2025-07-24,Restituire Taxe, 3606.13, 85944.34
2025-07-24,Plata POS LIDL Viseu de Sus,-136.14, 85808.20
2025-07-24,Plata POS MEGA IMAGE Rasnov,-181.30, 85626.90
2025-07-24,Vanzare OLX, 4493.74, 90120.64
2025-07-24,Vanzare OLX, 4965.74, 95086.38
2025-07-25,Plata POS Netflix Reghin,-939.21, 94147.17
2025-07-25,Vanzare OLX, 1270.30, 95417.47
2025-07-26,Plata POS Glovo Glina,-303.38, 95114.09
2025-07-26,Plata POS Farmacia Tei Arad,-202.83, 94911.26
2025-07-28,Plata POS Netflix Tudora,-213.14, 94698.12
2025-07-28,Plata POS Netflix Gherla,-885.55, 93812.57
2025-07-28,Plata POS LIDL Targu Secuiesc,-597.34, 93215.23
2025-07-28,Plata POS EON GAZ Savinesti (Poiana Teiului),-239.38, 92975.85
2025-07-29,Plata POS Bolt Food Mioveni,-873.57, 92102.28
2025-07-29,Plata POS MEGA IMAGE Saveni,-732.04, 91370.24
2025-07-29,Plata POS Glovo Covasna,-370.17, 91000.07
2025-07-30,Plata POS Glovo Turnu Magurele,-969.14, 90030.93
2025-07-30,Plata POS MEGA IMAGE Rucar,-663.56, 89367.37
2025-07-31,Plata POS ENEL Chitila,-821.75, 88545.62
2025-07-31,Plata POS Farmacia Tei Pantelimon,-787.75, 87757.87
2025-07-31,Plata POS LIDL Beclean,-940.57, 86817.30
2025-07-31,Plata POS Bolt Food Resita,-329.18, 86488.12
2025-07-31,Plata POS LIDL Urlati,-512.24, 85975.88
2025-08-01,Plata POS ENEL Craiova,-470.85, 85505.03
2025-08-01,Incasare Salariu Firma SRL, 2430.25, 87935.28
2025-08-01,Plata POS LIDL Sebis,-930.34, 87004.94
2025-08-01,Plata POS Carrefour Dancu,-74.07, 86930.87
2025-08-01,Plata POS Glovo Iasi,-581.43, 86349.44
2025-08-01,Plata POS Carrefour Berceni,-711.50, 85637.94
2025-08-02,Plata POS Netflix Pechea,-218.69, 85419.25
2025-08-02,Vanzare OLX, 4610.41, 90029.66
2025-08-02,Plata POS Spotify Bocsa,-782.87, 89246.79
2025-08-02,Plata POS Farmacia Tei Borcea,-498.37, 88748.42
2025-08-03,Plata POS Netflix Sebis,-964.29, 87784.13
2025-08-03,Plata POS LIDL Copsa Mica,-54.99, 87729.14
2025-08-03,Plata POS EON GAZ Cisnadie,-935.73, 86793.41
2025-08-03,Vanzare OLX, 3052.08, 89845.49
2025-08-03,Plata POS OMV PETROM Schela Cladovei,-489.84, 89355.65
2025-08-03,Plata POS OMV PETROM Rovinari,-720.91, 88634.74
2025-08-03,Incasare PFA Factura, 545.80, 89180.54
2025-08-04,Restituire Taxe, 841.32, 90021.86
2025-08-04,Plata POS Farmacia Tei Marasesti,-497.33, 89524.53
2025-08-04,Plata POS Carrefour Mizil,-170.97, 89353.56
2025-08-04,Plata POS Bolt Food Bocsa,-115.57, 89237.99
2025-08-04,Plata POS EON GAZ Techirghiol,-934.15, 88303.84
2025-08-04,Plata POS Spotify Ovidiu,-691.87, 87611.97
2025-08-05,Restituire Taxe, 2017.73, 89629.70
2025-08-05,Vanzare OLX, 4322.82, 93952.52
2025-08-05,Plata POS Bolt Food Baicoi,-831.37, 93121.15
2025-08-06,Plata POS EON GAZ Cernavoda,-348.45, 92772.70
2025-08-06,Plata POS LIDL Strejnicu,-450.48, 92322.22
2025-08-06,Plata POS Bolt Food Vicovu de Sus,-787.74, 91534.48
2025-08-07,Plata POS Carrefour Tufesti,-873.10, 90661.38
2025-08-07,Plata POS Netflix Rodna,-431.72, 90229.66
2025-08-07,Plata POS Farmacia Tei Valu lui Traian,-862.49, 89367.17
2025-08-07,Incasare Salariu Firma SRL, 2943.86, 92311.03
2025-08-08,Plata POS EON GAZ Bragadiru,-53.81, 92257.22
2025-08-08,Plata POS Spotify Titu,-938.39, 91318.83
2025-08-08,Incasare Salariu Firma SRL, 722.08, 92040.91
2025-08-09,Plata POS EON GAZ Toflea,-709.51, 91331.40
2025-08-09,Plata POS EON GAZ Peris,-790.73, 90540.67
2025-08-09,Plata POS EON GAZ Cornetu,-715.51, 89825.16
2025-08-09,Plata POS EON GAZ Matca,-631.31, 89193.85
2025-08-10,Plata POS Spotify Eforie Nord,-910.65, 88283.20
2025-08-10,Plata POS MEGA IMAGE Zarnesti,-428.79, 87854.41
2025-08-11,Plata POS OMV PETROM Valea Caselor (Dragasani),-39.47, 87814.94
2025-08-11,Incasare Salariu Firma SRL, 1783.03, 89597.97
2025-08-12,Plata POS MEGA IMAGE Motru,-280.33, 89317.64
2025-08-12,Plata POS ENEL Otelu Rosu,-35.32, 89282.32
2025-08-12,Plata POS Carturesti Jimbolia,-900.69, 88381.63
2025-08-13,Plata POS Carturesti Carei,-632.05, 87749.58
2025-08-13,Plata POS LIDL Jimbolia,-36.06, 87713.52
2025-08-15,Plata POS ENEL Vicovu de Jos,-715.19, 86998.33
2025-08-16,Plata POS Farmacia Tei Darmanesti,-279.96, 86718.37
2025-08-16,Plata POS Carturesti Dej,-278.80, 86439.57
2025-08-16,Plata POS LIDL Dumbravita,-31.60, 86407.97
2025-08-16,Plata POS OMV PETROM Adjud,-679.20, 85728.77
2025-08-16,Plata POS Farmacia Tei Miercurea-Ciuc,-808.43, 84920.34
2025-08-17,Plata POS Glovo Nadlac,-249.56, 84670.78
2025-08-18,Plata POS Farmacia Tei Peretu,-775.81, 83894.97
2025-08-18,Plata POS OMV PETROM Jilava,-723.98, 83170.99
2025-08-18,Incasare Salariu Firma SRL, 4482.02, 87653.01
2025-08-18,Plata POS EON GAZ Straja,-284.21, 87368.80
2025-08-19,Incasare Salariu Firma SRL, 1998.31, 89367.11
2025-08-19,Plata POS Carrefour Apahida,-677.03, 88690.08
2025-08-19,Plata POS Bolt Food Sighetu Marmatiei,-221.22, 88468.86
2025-08-19,Plata POS EON GAZ Sabaoani,-633.29, 87835.57
2025-08-20,Plata POS Carturesti Salonta,-738.19, 87097.38
2025-08-20,Incasare Salariu Firma SRL, 4379.43, 91476.81
2025-08-20,Plata POS EON GAZ Marginea,-833.37, 90643.44
2025-08-20,Incasare Salariu Firma SRL, 2701.51, 93344.95
2025-08-20,Plata POS EON GAZ Magurele,-376.49, 92968.46
2025-08-20,Incasare Salariu Firma SRL, 2997.34, 95965.80
2025-08-21,Plata POS Farmacia Tei Feldru,-224.73, 95741.07
2025-08-21,Plata POS Glovo Rosu,-629.76, 95111.31
2025-08-21,Vanzare OLX, 4241.11, 99352.42
2025-08-21,Transfer de la Popescu Ion, 2445.56, 101797.98
2025-08-21,Plata POS LIDL Rosu,-374.46, 101423.52
2025-08-21,Plata POS Spotify Valea Mare (Babeni),-156.81, 101266.71
2025-08-21,Plata POS Carrefour Sebis,-350.41, 100916.30
2025-08-21,Plata POS Farmacia Tei Dej,-522.09, 100394.21
2025-08-21,Plata POS Carturesti Iernut,-813.88, 99580.33
2025-08-22,Plata POS Carturesti Remetea,-636.97, 98943.36
2025-08-23,Incasare Salariu Firma SRL, 1397.34, 100340.70
2025-08-23,Plata POS OMV PETROM Mogosoaia,-658.92, 99681.78
2025-08-23,Plata POS LIDL Sadova,-594.08, 99087.70
2025-08-24,Incasare PFA Factura, 2824.24, 101911.94
2025-08-24,Plata POS Carturesti Curtea de Arges,-671.66, 101240.28
2025-08-25,Plata POS MEGA IMAGE Fetesti-Gara,-540.66, 100699.62
2025-08-25,Plata POS Carrefour Ocna Mures,-42.91, 100656.71
2025-08-25,Plata POS Carrefour Dragasani,-114.32, 100542.39
2025-08-26,Plata POS LIDL Dabuleni,-963.13, 99579.26
2025-08-26,Plata POS OMV PETROM Chisineu-Cris,-559.98, 99019.28
2025-08-27,Plata POS LIDL Piatra-Neamt,-986.96, 98032.32
2025-08-27,Plata POS Farmacia Tei Zimnicea,-209.99, 97822.33
2025-08-27,Plata POS Bolt Food Onesti,-41.64, 97780.69
2025-08-28,Plata POS Farmacia Tei Constanta,-76.11, 97704.58
2025-08-28,Plata POS MEGA IMAGE Ludus,-544.59, 97159.99
2025-08-28,Plata POS Netflix Strehaia,-809.60, 96350.39
2025-08-29,Incasare Salariu Firma SRL, 2797.25, 99147.64
2025-08-29,Plata POS Bolt Food Straja,-546.35, 98601.29
2025-08-29,Plata POS OMV PETROM Sighetu Marmatiei,-520.09, 98081.20
2025-08-29,Plata POS EON GAZ Giroc,-427.42, 97653.78
2025-08-29,Plata POS Carturesti Slatina,-364.87, 97288.91
2025-08-30,Vanzare OLX, 4782.66, 102071.57
2025-08-30,Plata POS Netflix Breaza de Sus,-373.67, 101697.90
2025-08-30,Incasare Salariu Firma SRL, 4480.34, 106178.24
2025-08-30,Plata POS Bolt Food Valea Mare (Negresti),-863.81, 105314.43
2025-08-30,Transfer de la Popescu Ion, 895.02, 106209.45
2025-08-31,Plata POS Spotify Alexandria,-764.67, 105444.78
2025-09-01,Plata POS Glovo Targu Frumos,-993.65, 104451.13
2025-09-02,Plata POS OMV PETROM Arbore,-690.80, 103760.33
2025-09-02,Plata POS EON GAZ Pogoanele,-707.74, 103052.59
2025-09-02,Plata POS ENEL Popesti-Leordeni,-768.38, 102284.21
2025-09-02,Plata POS ENEL Paunesti,-35.80, 102248.41
