Data,Descriere,Suma,Sold Curent
2025-05-29,Plata POS MEGA IMAGE Slatina,-298.84, 33709.60
2025-05-29,Plata POS Spotify Pecica,-207.41, 33502.19
2025-05-30,Plata POS MEGA IMAGE Gugesti,-177.50, 33324.69
2025-05-30,Plata POS Bolt Food Sancraiu de Mures,-479.03, 32845.66
2025-05-30,Plata POS Glovo Homocea,-96.47, 32749.19
2025-05-31,Plata POS Carrefour Ocna Mures,-922.62, 31826.57
2025-05-31,Plata POS LIDL Ploiesti,-138.09, 31688.48
2025-06-01,Plata POS OMV PETROM Roman,-304.96, 31383.52
2025-06-01,Plata POS LIDL Sacueni,-266.05, 31117.47
2025-06-01,Plata POS Spotify Codlea,-500.51, 30616.96
2025-06-02,Plata POS LIDL Pogoanele,-376.30, 30240.66
2025-06-02,Plata POS Netflix Strehaia,-293.58, 29947.08
2025-06-02,Plata POS Netflix Campina,-590.34, 29356.74
2025-06-02,Plata POS EON GAZ Targu Secuiesc,-545.83, 28810.91
2025-06-03,Plata POS EON GAZ Pogoanele,-754.92, 28055.99
2025-06-03,Plata POS EON GAZ Corabia,-869.02, 27186.97
2025-06-04,Plata POS MEGA IMAGE Jimbolia,-424.94, 26762.03
2025-06-05,Plata POS ENEL Chitila,-370.96, 26391.07
2025-06-05,Incasare Salariu Firma SRL, 2113.72, 28504.79
2025-06-05,Plata POS Farmacia Tei Darmanesti,-796.24, 27708.55
2025-06-05,Plata POS Farmacia Tei Motatei,-400.76, 27307.79
2025-06-06,Plata POS Spotify Teius,-338.53, 26969.26
2025-06-06,Transfer de la Popescu Ion, 1503.53, 28472.79
2025-06-06,Plata POS MEGA IMAGE Giroc,-220.76, 28252.03
2025-06-07,Plata POS MEGA IMAGE Cisnadie,-807.09, 27444.94
2025-06-07,Plata POS LIDL Moldova Veche,-133.86, 27311.08
2025-06-07,Vanzare OLX, 2007.19, 29318.27
2025-06-08,Plata POS OMV PETROM Apahida,-793.40, 28524.87
2025-06-09,Plata POS ENEL Cajvana,-543.24, 27981.63
2025-06-09,Plata POS EON GAZ Santana,-348.47, 27633.16
2025-06-09,Plata POS MEGA IMAGE Bragadiru,-427.65, 27205.51
2025-06-09,Plata POS Carrefour Matca,-964.75, 26240.76
2025-06-10,Plata POS OMV PETROM Darabani,-644.27, 25596.49
2025-06-12,Plata POS Netflix Curcani,-806.46, 24790.03
2025-06-12,Plata POS Carrefour Pecica,-367.12, 24422.91
2025-06-13,Plata POS ENEL Braila,-928.28, 23494.63
2025-06-13,Transfer de la Popescu Ion, 1738.70, 25233.33
2025-06-14,Plata POS ENEL Pancota,-573.53, 24659.80
2025-06-14,Plata POS EON GAZ Sannicolau Mare,-314.64, 24345.16
2025-06-15,Plata POS Bolt Food Dumbravita,-838.87, 23506.29
2025-06-15,Plata POS Bolt Food Jibou,-693.93, 22812.36
2025-06-16,Plata POS OMV PETROM Timisoara,-974.93, 21837.43
2025-06-18,Plata POS LIDL Valea Mare (Babeni),-836.35, 21001.08
2025-06-18,Incasare PFA Factura, 1720.55, 22721.63
2025-06-19,Plata POS MEGA IMAGE Simleu Silvaniei,-818.02, 21903.61
2025-06-19,Plata POS EON GAZ Navodari,-849.59, 21054.02
2025-06-20,Incasare Salariu Firma SRL, 3011.43, 24065.45
2025-06-20,Plata POS MEGA IMAGE Pucioasa,-821.18, 23244.27
2025-06-21,Restituire Taxe, 4278.44, 27522.71
2025-06-21,Plata POS OMV PETROM Savinesti,-103.90, 27418.81
2025-06-21,Plata POS Netflix Ineu,-52.00, 27366.81
2025-06-21,Vanzare OLX, 880.89, 28247.70
2025-06-21,Transfer de la Popescu Ion, 4908.12, 33155.82
2025-06-22,Plata POS MEGA IMAGE Beclean,-893.28, 32262.54
2025-06-22,Plata POS EON GAZ Motatei,-696.14, 31566.40
2025-06-23,Plata POS Bolt Food Talmaciu,-903.07, 30663.33
2025-06-23,Plata POS Glovo Matca,-952.54, 29710.79
2025-06-23,Plata POS ENEL Nadlac,-196.63, 29514.16
2025-06-23,Plata POS Carrefour Fetesti-Gara,-102.55, 29411.61
2025-06-25,Restituire Taxe, 3498.10, 32909.71
2025-06-26,Plata POS Carturesti Targu Mures,-394.37, 32515.34
2025-06-26,Plata POS MEGA IMAGE Afumati,-753.09, 31762.25
2025-06-26,Transfer de la Popescu Ion, 1322.61, 33084.86
2025-06-26,Plata POS Netflix Pechea,-680.70, 32404.16
2025-06-27,Plata POS Glovo Sebis,-501.50, 31902.66
2025-06-28,Plata POS Netflix Resita,-809.93, 31092.73
2025-06-28,Vanzare OLX, 2517.33, 33610.06
2025-06-29,Plata POS Netflix Fundeni,-879.14, 32730.92
2025-06-29,Plata POS Netflix Jimbolia,-374.14, 32356.78
2025-06-29,Plata POS Bolt Food Tasnad,-467.65, 31889.13
2025-06-29,Restituire Taxe, 2175.65, 34064.78
2025-07-01,Plata POS OMV PETROM Dorohoi,-999.14, 33065.64
2025-07-01,Plata POS EON GAZ Simeria,-936.28, 32129.36
2025-07-01,Plata POS MEGA IMAGE Marginea,-335.17, 31794.19
2025-07-02,Plata POS LIDL Dragu-Brad,-801.44, 30992.75
2025-07-02,Plata POS LIDL Dobroesti,-175.56, 30817.19
2025-07-03,Plata POS MEGA IMAGE Sangeorgiu de Mures,-762.34, 30054.85
2025-07-03,Plata POS Carturesti Targu Secuiesc,-621.97, 29432.88
2025-07-03,Plata POS LIDL Eforie Nord,-516.52, 28916.36
2025-07-03,Plata POS Carturesti Jimbolia,-696.40, 28219.96
2025-07-04,Plata POS LIDL Rosu,-897.02, 27322.94
2025-07-05,Plata POS LIDL Rosu,-543.17, 26779.77
2025-07-05,Transfer de la Popescu Ion, 2170.06, 28949.83
2025-07-05,Plata POS EON GAZ Toflea,-210.71, 28739.12
2025-07-06,Plata POS Netflix Valu lui Traian,-716.33, 28022.79
2025-07-06,Plata POS MEGA IMAGE Baia,-356.30, 27666.49
2025-07-06,Plata POS Glovo Hateg,-371.88, 27294.61
2025-07-07,Plata POS Bolt Food Siret,-399.21, 26895.40
2025-07-07,Restituire Taxe, 4814.83, 31710.23
2025-07-07,Plata POS LIDL Mioveni,-248.14, 31462.09
2025-07-07,Plata POS Carrefour Sfantu Gheorghe,-675.63, 30786.46
2025-07-08,Plata POS Carturesti Matca,-222.69, 30563.77
2025-07-08,Restituire Taxe, 894.82, 31458.59
2025-07-08,Restituire Taxe, 3922.82, 35381.41
2025-07-08,Vanzare OLX, 4128.29, 39509.70
2025-07-08,Plata POS OMV PETROM Popesti-Leordeni,-313.43, 39196.27
2025-07-09,Plata POS Carturesti Darmanesti,-702.33, 38493.94
2025-07-09,Plata POS EON GAZ Greci,-226.56, 38267.38
2025-07-10,Plata POS LIDL Peretu,-159.60, 38107.78
2025-07-11,Plata POS Netflix Bals,-820.69, 37287.09
2025-07-11,Incasare PFA Factura, 1516.58, 38803.67
2025-07-11,Incasare PFA Factura, 2003.89, 40807.56
2025-07-12,Plata POS Spotify Borcea,-554.06, 40253.50
2025-07-12,Plata POS Bolt Food Vlahita,-548.36, 39705.14
2025-07-12,Plata POS Farmacia Tei Remetea,-84.93, 39620.21
2025-07-12,Plata POS Spotify Alesd,-316.73, 39303.48
2025-07-13,Incasare PFA Factura, 4705.52, 44009.00
2025-07-13,Plata POS LIDL Brasov,-860.16, 43148.84
2025-07-14,Plata POS ENEL Slobozia,-661.82, 42487.02
2025-07-14,Restituire Taxe, 4202.69, 46689.71
2025-07-15,Plata POS EON GAZ Focsani,-575.20, 46114.51
2025-07-15,Plata POS LIDL Sacele,-332.85, 45781.66
2025-07-15,Plata POS EON GAZ Motatei,-724.39, 45057.27
2025-07-16,Plata POS Carrefour Huedin,-308.17, 44749.10
2025-07-16,Plata POS Carturesti Baciu,-354.30, 44394.80
2025-07-16,Plata POS Carturesti Domnesti,-737.01, 43657.79
2025-07-16,Plata POS OMV PETROM Babeni,-90.17, 43567.62
2025-07-16,Plata POS Farmacia Tei Popesti-Leordeni,-582.77, 42984.85
2025-07-17,Plata POS Carturesti Valea Caselor (Dragasani),-859.03, 42125.82
2025-07-17,Plata POS ENEL Pecica,-230.61, 41895.21
2025-07-17,Plata POS EON GAZ Beius,-359.51, 41535.70
2025-07-18,Plata POS Carrefour Alba Iulia,-557.65, 40978.05
2025-07-18,Plata POS OMV PETROM Matca,-658.37, 40319.68
2025-07-18,Plata POS LIDL Babeni,-852.04, 39467.64
2025-07-18,Plata POS Netflix Suceava,-461.45, 39006.19
2025-07-19,Plata POS ENEL Brad,-848.90, 38157.29
2025-07-20,Plata POS EON GAZ Oradea,-270.99, 37886.30
2025-07-20,Plata POS EON GAZ Magurele,-982.80, 36903.50
2025-07-21,Plata POS Glovo Sovata,-152.41, 36751.09
2025-07-21,Plata POS LIDL Rasinari,-948.81, 35802.28
2025-07-22,Plata POS Glovo Marghita,-512.41, 35289.87
2025-07-22,Incasare PFA Factura, 3151.85, 38441.72
2025-07-23,Plata POS Bolt Food Codlea,-123.49, 38318.23
2025-07-23,Plata POS Netflix Turnu Magurele,-764.47, 37553.76
2025-07-23,Plata POS EON GAZ Curtea de Arges,-162.35, 37391.41
2025-07-24,Plata POS Glovo Odorheiu Secuiesc,-498.07, 36893.34
2025-07-25,Plata POS Farmacia Tei Constanta,-485.94, 36407.40
2025-07-25,Plata POS Spotify Timisoara,-992.27, 35415.13
2025-07-25,Restituire Taxe, 3511.26, 38926.39
2025-07-25,Plata POS ENEL Pipera (Voluntari),-713.08, 38213.31
2025-07-26,Plata POS ENEL Moinesti,-312.97, 37900.34
2025-07-26,Plata POS Carrefour Podu Iloaiei,-631.55, 37268.79
2025-07-26,Plata POS Spotify Bumbesti-Jiu,-569.50, 36699.29
2025-07-26,Plata POS Netflix Dabuleni,-55.67, 36643.62
2025-07-27,Plata POS Spotify Sebis,-538.49, 36105.13
2025-07-27,Plata POS LIDL Uricani,-651.27, 35453.86
2025-07-27,Incasare Salariu Firma SRL, 1558.53, 37012.39
2025-07-27,Incasare PFA Factura, 4700.56, 41712.95
2025-07-27,Plata POS Bolt Food Ineu,-800.00, 40912.95
2025-07-27,Plata POS EON GAZ Matca,-40.57, 40872.38
2025-07-28,Plata POS OMV PETROM Oltenita,-676.79, 40195.59
2025-07-28,Plata POS LIDL Bocsa,-972.63, 39222.96
2025-07-29,Plata POS LIDL Savinesti,-582.67, 38640.29
2025-07-29,Incasare Salariu Firma SRL, 3599.29, 42239.58
2025-07-29,Plata POS Netflix Oltenita,-94.74, 42144.84
2025-07-30,Incasare Salariu Firma SRL, 819.93, 42964.77
2025-07-30,Plata POS Spotify Giarmata,-342.34, 42622.43
2025-07-31,Plata POS Glovo Insuratei,-672.29, 41950.14
2025-07-31,Plata POS Bolt Food Calarasi,-620.54, 41329.60
2025-07-31,Plata POS Spotify Baia Mare,-234.10, 41095.50
2025-07-31,Incasare PFA Factura, 1179.52, 42275.02
2025-08-01,Plata POS LIDL Remetea,-776.81, 41498.21
2025-08-01,Plata POS Carrefour Caransebes,-880.19, 40618.02
2025-08-01,Plata POS OMV PETROM Negresti-Oas,-190.67, 40427.35
2025-08-02,Plata POS LIDL Pucioasa,-472.50, 39954.85
2025-08-02,Plata POS Carturesti Botosani,-952.51, 39002.34
2025-08-02,Plata POS Carrefour Titu,-139.81, 38862.53
2025-08-04,Plata POS Carrefour Medgidia,-471.42, 38391.11
2025-08-04,Plata POS Carrefour Ramnicu Sarat,-369.83, 38021.28
2025-08-04,Plata POS ENEL Cisnadie,-563.14, 37458.14
2025-08-04,Plata POS LIDL Sacueni,-201.09, 37257.05
2025-08-05,Vanzare OLX, 1705.37, 38962.42
2025-08-05,Plata POS Glovo Hunedoara,-968.23, 37994.19
2025-08-05,Plata POS MEGA IMAGE Buftea,-383.33, 37610.86
2025-08-06,Vanzare OLX, 445.61, 38056.47
2025-08-07,Plata POS Netflix Curtea de Arges,-493.01, 37563.46
2025-08-07,Plata POS Spotify Fundeni,-127.31, 37436.15
2025-08-07,Plata POS Carturesti Orsova,-271.80, 37164.35
2025-08-07,Plata POS ENEL Schela Cladovei,-218.79, 36945.56
2025-08-07,Plata POS EON GAZ Sancraiu de Mures,-359.34, 36586.22
2025-08-07,Restituire Taxe, 2416.80, 39003.02
2025-08-08,Plata POS Spotify Toflea,-218.90, 38784.12
2025-08-09,Plata POS Bolt Food Slatina,-853.14, 37930.98
2025-08-10,Plata POS OMV PETROM Seini,-693.48, 37237.50
2025-08-10,Vanzare OLX, 3329.51, 40567.01
2025-08-10,Plata POS Carturesti Roman,-452.52, 40114.49
2025-08-11,Plata POS Spotify Lugoj,-967.20, 39147.29
2025-08-11,Restituire Taxe, 3094.11, 42241.40
2025-08-13,Plata POS MEGA IMAGE Negresti,-198.50, 42042.90
2025-08-13,Plata POS Farmacia Tei Targu Secuiesc,-632.36, 41410.54
2025-08-14,Plata POS ENEL Blaj,-58.21, 41352.33
2025-08-14,Restituire Taxe, 677.88, 42030.21
2025-08-15,Vanzare OLX, 2653.11, 44683.32
2025-08-16,Plata POS Netflix Feldru,-967.53, 43715.79
2025-08-16,Vanzare OLX, 374.44, 44090.23
2025-08-16,Plata POS Bolt Food Campia Turzii,-309.00, 43781.23
2025-08-16,Plata POS Glovo Jimbolia,-426.56, 43354.67
2025-08-16,Plata POS Carturesti Gugesti,-252.70, 43101.97
2025-08-18,Plata POS ENEL Gura Humorului,-628.47, 42473.50
2025-08-18,Plata POS EON GAZ Moinesti,-798.70, 41674.80
2025-08-18,Plata POS Carturesti Domnesti,-45.59, 41629.21
2025-08-18,Plata POS Glovo Paunesti,-107.10, 41522.11
2025-08-18,Plata POS Glovo Oradea,-501.01, 41021.10
2025-08-20,Plata POS Spotify Cumpana,-291.90, 40729.20
2025-08-20,Restituire Taxe, 1216.77, 41945.97
2025-08-21,Transfer de la Popescu Ion, 2462.20, 44408.17
2025-08-21,Plata POS ENEL Ianca,-150.16, 44258.01
2025-08-22,Vanzare OLX, 3858.65, 48116.66
2025-08-22,Plata POS OMV PETROM Pancota,-384.55, 47732.11
2025-08-23,Plata POS Glovo Sacueni,-447.52, 47284.59
2025-08-23,Plata POS EON GAZ Raducaneni,-482.76, 46801.83
2025-08-23,Plata POS Farmacia Tei Gura Humorului,-565.06, 46236.77
2025-08-24,Plata POS Carrefour Iasi,-178.66, 46058.11
2025-08-24,Plata POS EON GAZ Tarnaveni,-375.78, 45682.33
2025-08-25,Plata POS Netflix Pechea,-988.54, 44693.79
2025-08-25,Plata POS LIDL Macin,-594.62, 44099.17
2025-08-26,Plata POS ENEL Valea Mare (Babeni),-960.77, 43138.40
2025-08-27,Plata POS Bolt Food Rasinari,-979.14, 42159.26
2025-08-27,Plata POS Bolt Food Toflea,-165.31, 41993.95
2025-08-28,Plata POS MEGA IMAGE Petrila,-851.95, 41142.00
2025-08-28,Plata POS Carturesti Anina,-690.65, 40451.35
2025-08-28,Plata POS ENEL Poiana Mare,-144.24, 40307.11
2025-08-30,Plata POS ENEL Cornetu,-945.47, 39361.64
2025-08-31,Plata POS MEGA IMAGE Breaza de Sus,-308.38, 39053.26
2025-08-31,Plata POS Bolt Food Sangeorgiu de Mures,-108.90, 38944.36
2025-08-31,Plata POS ENEL Uricani,-133.84, 38810.52
2025-09-01,Plata POS Spotify Petrosani,-908.23, 37902.29
2025-09-01,Plata POS Carturesti Pecica,-308.69, 37593.60
2025-09-02,Plata POS Carrefour Moisei,-282.50, 37311.10
2025-09-02,Plata POS MEGA IMAGE Zimnicea,-966.21, 36344.89
2025-09-02,Plata POS Farmacia Tei Orsova,-508.90, 35835.99
2025-09-03,Plata POS Carturesti Hateg,-322.45, 35513.54
2025-09-03,Plata POS Spotify Vladimirescu,-424.57, 35088.97
2025-09-04,Incasare PFA Factura, 4551.55, 39640.52
2025-09-04,Transfer de la Popescu Ion, 3068.58, 42709.10
2025-09-05,Plata POS LIDL Campulung,-221.44, 42487.66
2025-09-05,Plata POS Glovo Insuratei,-433.32, 42054.34
2025-09-06,Plata POS Bolt Food Adjud,-321.85, 41732.49
2025-09-06,Plata POS EON GAZ Cisnadie,-929.50, 40802.99
2025-09-08,Plata POS Carturesti Glina,-546.77, 40256.22
2025-09-08,Plata POS Farmacia Tei Hateg,-133.85, 40122.37
2025-09-08,Plata POS LIDL Calafat,-682.96, 39439.41
2025-09-09,Plata POS Farmacia Tei Motru,-54.97, 39384.44
2025-09-09,Plata POS Bolt Food Topoloveni,-263.79, 39120.65
2025-09-10,Plata POS Netflix Oradea,-683.66, 38436.99
2025-09-10,Plata POS LIDL Sebis,-901.33, 37535.66
2025-09-10,Plata POS Netflix Murfatlar,-606.06, 36929.60
2025-09-11,Plata POS LIDL Radauti,-849.45, 36080.15
2025-09-12,Plata POS MEGA IMAGE Viseu de Sus,-115.22, 35964.93
2025-09-12,Plata POS LIDL Marghita,-946.35, 35018.58
2025-09-12,Plata POS ENEL Borcea,-920.41, 34098.17
2025-09-12,Plata POS Carturesti Prejmer,-721.15, 33377.02
2025-09-13,Plata POS MEGA IMAGE Ovidiu,-725.26, 32651.76
2025-09-13,Plata POS Netflix Rasnov,-92.23, 32559.53
2025-09-14,Incasare PFA Factura, 1612.39, 34171.92
2025-09-14,Plata POS Carrefour Targu Lapus,-63.04, 34108.88
2025-09-14,Plata POS Bolt Food Dragalina,-542.79, 33566.09
2025-09-16,Plata POS EON GAZ Odobesti,-557.19, 33008.90
2025-09-16,Plata POS Farmacia Tei Agnita,-586.96, 32421.94
2025-09-16,Plata POS Farmacia Tei Brasov,-845.30, 31576.64
2025-09-17,Plata POS Glovo Targu Jiu,-372.50, 31204.14
2025-09-17,Plata POS Netflix Tasnad,-356.52, 30847.62
2025-09-18,Plata POS OMV PETROM Dorohoi,-68.54, 30779.08
2025-09-18,Plata POS Carrefour Ocna Mures,-346.42, 30432.66
2025-09-18,Plata POS Farmacia Tei Fagetel (Remetea),-113.89, 30318.77
2025-09-19,Plata POS Bolt Food Bocsa,-830.27, 29488.50
2025-09-19,Plata POS Netflix Miercurea-Ciuc,-531.60, 28956.90
2025-09-20,Transfer de la Popescu Ion, 4057.00, 33013.90
2025-09-21,Plata POS OMV PETROM Dabuleni,-251.60, 32762.30
2025-09-22,Incasare Salariu Firma SRL, 1079.92, 33842.22
2025-09-22,Incasare PFA Factura, 4817.47, 38659.69
2025-09-23,Plata POS OMV PETROM Siret,-855.55, 37804.14
2025-09-23,Plata POS Carrefour Falticeni,-540.54, 37263.60
2025-09-23,Plata POS OMV PETROM Buhusi,-508.25, 36755.35
2025-09-23,Plata POS MEGA IMAGE Pascani,-885.34, 35870.01
2025-09-23,Plata POS EON GAZ Mogosoaia,-553.15, 35316.86
2025-09-23,Vanzare OLX, 2012.67, 37329.53
2025-09-23,Plata POS Glovo Insuratei,-381.36, 36948.17
2025-09-24,Plata POS MEGA IMAGE Raducaneni,-707.67, 36240.50
2025-09-24,Plata POS Netflix Bumbesti-Jiu,-339.63, 35900.87
2025-09-24,Plata POS EON GAZ Resita,-285.79, 35615.08
2025-09-25,Plata POS ENEL Ineu,-329.43, 35285.65
2025-09-25,Plata POS Glovo Moldova Veche,-326.39, 34959.26
2025-09-27,Incasare Salariu Firma SRL, 923.24, 35882.50
2025-09-28,Plata POS MEGA IMAGE Boldesti-Scaeni,-751.83, 35130.67
2025-09-29,Plata POS OMV PETROM Pancota,-798.12, 34332.55
2025-09-29,Plata POS EON GAZ Corund,-515.24, 33817.31
2025-09-30,Plata POS ENEL Lipova,-455.09, 33362.22
2025-09-30,Plata POS LIDL Murfatlar,-636.06, 32726.16
2025-09-30,Plata POS LIDL Insuratei,-522.82, 32203.34
2025-09-30,Plata POS LIDL Modelu,-744.28, 31459.06
2025-10-01,Plata POS Farmacia Tei Copsa Mica,-859.97, 30599.09
2025-10-01,Plata POS LIDL Tulcea,-551.01, 30048.08
2025-10-01,Plata POS ENEL Calafat,-794.08, 29254.00
2025-10-01,Plata POS Glovo Pancota,-955.86, 28298.14
2025-10-02,Restituire Taxe, 4165.03, 32463.17
2025-10-03,Incasare PFA Factura, 3105.41, 35568.58
2025-10-04,Plata POS Carrefour Suceava,-452.59, 35115.99
2025-10-04,Plata POS Glovo Campina,-418.77, 34697.22
2025-10-04,Plata POS Netflix Sibiu,-62.48, 34634.74
2025-10-04,Incasare PFA Factura, 2686.46, 37321.20
2025-10-04,Plata POS Glovo Ovidiu,-925.05, 36396.15
2025-10-05,Plata POS MEGA IMAGE Valu lui Traian,-509.81, 35886.34
2025-10-05,Plata POS Farmacia Tei Fetesti,-608.10, 35278.24
2025-10-05,Vanzare OLX, 3824.43, 39102.67
2025-10-05,Plata POS Farmacia Tei Ocna Mures,-467.18, 38635.49
2025-10-06,Plata POS Farmacia Tei Boldesti-Scaeni,-198.69, 38436.80
2025-10-06,Plata POS MEGA IMAGE Harsova,-342.18, 38094.62
2025-10-07,Plata POS Spotify Sovata,-875.53, 37219.09
2025-10-07,Plata POS Carrefour Hateg,-393.04, 36826.05
2025-10-08,Plata POS OMV PETROM Berceni,-239.38, 36586.67
2025-10-08,Plata POS Carturesti Gheorgheni,-177.43, 36409.24
2025-10-08,Plata POS LIDL Gherla,-579.30, 35829.94
2025-10-08,Plata POS Farmacia Tei Vulcan,-603.81, 35226.13
2025-10-08,Transfer de la Popescu Ion, 1771.26, 36997.39
2025-10-08,Incasare Salariu Firma SRL, 4062.48, 41059.87
2025-10-08,Plata POS Carturesti Mangalia,-669.73, 40390.14
2025-10-09,Plata POS ENEL Bolintin-Vale,-269.29, 40120.85
2025-10-09,Plata POS Carrefour Feldru,-132.91, 39987.94
2025-10-09,Plata POS EON GAZ Targu Lapus,-224.03, 39763.91
2025-10-09,Plata POS OMV PETROM Remetea,-948.32, 38815.59
2025-10-10,Plata POS LIDL 1 Decembrie,-689.27, 38126.32
2025-10-10,Plata POS Netflix Dobroesti,-150.61, 37975.71
2025-10-10,Plata POS Carturesti Falticeni,-31.75, 37943.96
2025-10-10,Plata POS Farmacia Tei Babeni,-422.53, 37521.43
2025-10-11,Plata POS Farmacia Tei Vicovu de Sus,-516.68, 37004.75
2025-10-11,Plata POS Bolt Food Babadag,-629.53, 36375.22
2025-10-11,Plata POS Glovo Podu Iloaiei,-403.67, 35971.55
2025-10-12,Plata POS Carrefour Dabuleni,-879.25, 35092.30
2025-10-12,Vanzare OLX, 3738.53, 38830.83
2025-10-12,Vanzare OLX, 157.21, 38988.04
2025-10-12,Plata POS MEGA IMAGE Sacueni,-114.41, 38873.63
2025-10-13,Plata POS LIDL Glina,-960.62, 37913.01
2025-10-13,Plata POS LIDL Strejnicu,-871.82, 37041.19
2025-10-13,Plata POS Netflix Pucioasa,-541.46, 36499.73
2025-10-13,Plata POS OMV PETROM Vladimirescu,-814.10, 35685.63
2025-10-13,Plata POS Spotify Dej,-679.41, 35006.22
2025-10-13,Plata POS MEGA IMAGE Alesd,-639.72, 34366.50
2025-10-13,Plata POS OMV PETROM Murfatlar,-114.48, 34252.02
2025-10-14,Plata POS Bolt Food Covasna,-956.06, 33295.96
2025-10-14,Plata POS Carrefour Jibou,-560.99, 32734.97
2025-10-14,Plata POS MEGA IMAGE Zarnesti,-557.13, 32177.84
2025-10-14,Plata POS Bolt Food Rucar,-553.70, 31624.14
2025-10-14,Plata POS Farmacia Tei Tomesti,-348.53, 31275.61
2025-10-15,Restituire Taxe, 4515.37, 35790.98
2025-10-15,Plata POS Spotify Braila,-583.07, 35207.91
2025-10-15,Plata POS Glovo Giurgiu,-561.70, 34646.21
2025-10-15,Restituire Taxe, 3434.41, 38080.62
2025-10-15,Plata POS Bolt Food Tecuci,-198.42, 37882.20
2025-10-16,Plata POS Carturesti Vulcan,-836.66, 37045.54
2025-10-17,Plata POS Carturesti Oradea,-57.28, 36988.26
2025-10-17,Plata POS Spotify Pucioasa,-739.82, 36248.44
2025-10-17,Plata POS Spotify Ramnicu Sarat,-417.19, 35831.25
2025-10-18,Incasare PFA Factura, 1273.17, 37104.42
2025-10-19,Plata POS OMV PETROM Bocsa,-420.43, 36683.99
2025-10-19,Vanzare OLX, 3010.28, 39694.27
2025-10-19,Plata POS Carturesti Homocea,-58.74, 39635.53
2025-10-19,Plata POS OMV PETROM Borsa,-236.24, 39399.29
2025-10-21,Plata POS Glovo Curtea de Arges,-477.69, 38921.60
2025-10-22,Transfer de la Popescu Ion, 2019.40, 40941.00
2025-10-22,Restituire Taxe, 4841.43, 45782.43
2025-10-22,Incasare PFA Factura, 4147.79, 49930.22
2025-10-23,Plata POS MEGA IMAGE Pantelimon,-985.84, 48944.38
2025-10-23,Plata POS Farmacia Tei Baciu,-826.40, 48117.98
2025-10-23,Plata POS LIDL Diosig,-221.73, 47896.25
2025-10-24,Plata POS Carrefour Branesti,-588.84, 47307.41
2025-10-25,Plata POS OMV PETROM Plosca,-439.24, 46868.17
2025-10-26,Incasare Salariu Firma SRL, 2801.52, 49669.69
2025-10-27,Incasare PFA Factura, 4480.01, 54149.70
2025-10-27,Plata POS OMV PETROM Campulung Moldovenesc,-639.17, 53510.53
2025-10-27,Plata POS Spotify Constanta,-857.89, 52652.64
2025-10-27,Plata POS Carrefour Rasnov Romacril,-972.01, 51680.63
2025-10-27,Plata POS MEGA IMAGE Popesti-Leordeni,-333.61, 51347.02
2025-10-28,Plata POS ENEL Hunedoara,-583.11, 50763.91
2025-10-29,Plata POS MEGA IMAGE Raducaneni,-40.51, 50723.40
2025-10-30,Plata POS EON GAZ Gugesti,-302.74, 50420.66
2025-10-30,Plata POS Glovo Sancraiu de Mures,-272.49, 50148.17
2025-10-30,Plata POS MEGA IMAGE Arbore,-89.27, 50058.90
2025-10-30,Plata POS Bolt Food Carei,-717.27, 49341.63
2025-10-31,Incasare Salariu Firma SRL, 2979.92, 52321.55
2025-10-31,Plata POS Carturesti Brasov,-481.92, 51839.63
2025-10-31,Plata POS LIDL Sabaoani,-791.67, 51047.96
2025-10-31,Plata POS Carturesti Peris,-213.59, 50834.37
2025-10-31,Plata POS Carturesti 1 Decembrie,-32.95, 50801.42
2025-11-02,Plata POS Farmacia Tei Homocea,-230.75, 50570.67
2025-11-02,Plata POS Farmacia Tei Valu lui Traian,-673.35, 49897.32
2025-11-02,Plata POS OMV PETROM Bistrita,-514.51, 49382.81
2025-11-02,Plata POS Carrefour Gherla,-43.42, 49339.39
2025-11-02,Restituire Taxe, 2954.85, 52294.24
2025-11-03,Plata POS Netflix Techirghiol,-41.30, 52252.94
2025-11-03,Plata POS Netflix Apahida,-561.19, 51691.75
2025-11-03,Vanzare OLX, 2302.59, 53994.34
2025-11-03,Plata POS LIDL Tecuci,-821.04, 53173.30
2025-11-04,Transfer de la Popescu Ion, 1179.81, 54353.11
2025-11-04,Incasare PFA Factura, 1195.98, 55549.09
2025-11-04,Plata POS Glovo Corabia,-785.26, 54763.83
2025-11-06,Plata POS ENEL Techirghiol,-178.63, 54585.20
2025-11-06,Vanzare OLX, 2486.53, 57071.73
2025-11-06,Plata POS ENEL Copsa Mica,-562.22, 56509.51
2025-11-06,Plata POS Carturesti Prejmer,-508.99, 56000.52
2025-11-06,Plata POS Carrefour Sibiu,-603.03, 55397.49
2025-11-06,Plata POS Spotify Seini,-473.93, 54923.56
2025-11-07,Plata POS MEGA IMAGE Chitila,-974.56, 53949.00
2025-11-07,Plata POS MEGA IMAGE Segarcea,-755.85, 53193.15
2025-11-08,Plata POS MEGA IMAGE Simleu Silvaniei,-857.49, 52335.66
2025-11-08,Plata POS Carturesti Beclean,-262.51, 52073.15
2025-11-08,Plata POS Netflix Baia Mare,-489.15, 51584.00
2025-11-08,Plata POS Glovo Urziceni,-802.23, 50781.77
2025-11-08,Vanzare OLX, 4989.27, 55771.04
2025-11-09,Incasare Salariu Firma SRL, 2686.31, 58457.35
2025-11-09,Vanzare OLX, 3860.22, 62317.57
